found,as_link,r_link,sid,rid,subject,type
True,True,True,2814,435,"North Carolina--History--Civil War, 1861-1865",geographic
True,True,True,2814,543,"North Carolina--History--Civil War, 1861-1865",geographic
True,True,True,2814,531,"North Carolina--History--Civil War, 1861-1865",geographic
True,True,True,2814,519,"North Carolina--History--Civil War, 1861-1865",geographic
True,True,True,2814,505,"North Carolina--History--Civil War, 1861-1865",geographic
True,True,True,2815,823,"North Carolina--History--Colonial period, ca. 1600-1775",geographic
True,True,True,2816,435,"North Carolina--History--War of 1812",geographic
True,True,True,2817,666,"North Carolina--Politics and government",geographic
True,True,True,2817,351,"North Carolina--Politics and government",geographic
True,True,True,2817,406,"North Carolina--Politics and government",geographic
True,True,True,2817,774,"North Carolina--Politics and government",geographic
True,True,True,2818,483,"North Carolina--Politics and government--1775-1865",geographic
True,True,True,2819,389,"North Carolina--Politics and government--1861-1865",geographic
True,True,True,2820,389,"North Carolina--Politics and government--1865-1950",geographic
True,True,True,2820,418,"North Carolina--Politics and government--1865-1950",geographic
True,True,True,2820,413,"North Carolina--Politics and government--1865-1950",geographic
True,True,True,2820,353,"North Carolina--Politics and government--1865-1950",geographic
True,True,True,2820,376,"North Carolina--Politics and government--1865-1950",geographic
True,True,True,2820,535,"North Carolina--Politics and government--1865-1950",geographic
True,True,True,2820,542,"North Carolina--Politics and government--1865-1950",geographic
True,True,True,2820,494,"North Carolina--Politics and government--1865-1950",geographic
True,True,True,2820,1409,"North Carolina--Politics and government--1865-1950",geographic
True,True,True,2820,2233,"North Carolina--Politics and government--1865-1950",geographic
True,True,True,2820,2255,"North Carolina--Politics and government--1865-1950",geographic
True,True,True,2821,2281,"North Carolina--Politics and government--1951-",geographic
True,True,True,2821,462,"North Carolina--Politics and government--1951-",geographic
True,True,True,2821,710,"North Carolina--Politics and government--1951-",geographic
True,True,True,2822,395,"North Carolina--Social life and customs",geographic
True,True,True,2823,506,"North Dakota--Description and travel",geographic
True,True,True,2824,500,"Ohio River Valley--History--Civil War, 1861-1865",geographic
True,True,True,2825,557,"Palestine--Description and travel",geographic
True,True,True,2826,987,"Panama--Description and travel",geographic
True,True,True,2826,840,"Panama--Description and travel",geographic
True,True,True,2827,1118,"Panama--History--1946-1981",geographic
True,True,True,2828,423,"Paris (France)--Description and travel",geographic
True,True,True,2829,369,"Pender County (N.C.)",geographic
True,True,True,2830,1387,"Pennsylvania--Genealogy",geographic
True,True,True,2830,709,"Pennsylvania--Genealogy",geographic
True,True,True,2831,571,"Pennsylvania--History--Civil War, 1861-1865",geographic
True,True,True,2832,351,"Perquimans County (N.C.)",geographic
True,True,True,2833,417,"Peru--Description and travel",geographic
True,True,True,2834,487,"Petersburg (Va.)--History--Siege, 1864-1865",geographic
True,True,True,2834,500,"Petersburg (Va.)--History--Siege, 1864-1865",geographic
True,True,True,2834,727,"Petersburg (Va.)--History--Siege, 1864-1865",geographic
True,True,True,2835,583,"Philadelphia (Pa.)--Description and travel",geographic
True,True,True,2835,787,"Philadelphia (Pa.)--Description and travel",geographic
True,True,True,2835,350,"Philadelphia (Pa.)--Description and travel",geographic
True,True,True,2836,894,"Philippines",geographic
True,True,True,2837,466,"Philippines--Description and travel",geographic
True,True,True,2837,687,"Philippines--Description and travel",geographic
True,True,True,2838,643,"Philippines--History--Japanese occupation, 1942-1945",geographic
True,True,True,2838,791,"Philippines--History--Japanese occupation, 1942-1945",geographic
True,True,True,2839,466,"Philippines--Social life and customs",geographic
True,True,True,2840,421,"Pitt County (N.C.)",geographic
True,True,True,2841,634,"Rappahannock Station, 2nd Battle of, Va., 1863",geographic
True,True,True,2842,355,"Richmond (Va.)--History",geographic
True,True,True,2843,353,"Richmond (Va.)--History--Civil War, 1861-1865",geographic
True,True,True,2843,416,"Richmond (Va.)--History--Civil War, 1861-1865",geographic
True,True,True,2843,392,"Richmond (Va.)--History--Civil War, 1861-1865",geographic
True,True,True,2843,471,"Richmond (Va.)--History--Civil War, 1861-1865",geographic
True,True,True,2844,348,"Richmond (Va.)--History--Siege, 1864-1865",geographic
True,True,True,2845,339,"Roanoke Island (N.C.)--History--Capture, 1862",geographic
True,True,True,2845,473,"Roanoke Island (N.C.)--History--Capture, 1862",geographic
True,True,True,2845,813,"Roanoke Island (N.C.)--History--Capture, 1862",geographic
True,True,True,2846,900,"Roosevelt Roads Naval Station (P.R.)",geographic
True,True,True,2847,1052,"Samar Island (Philippines)",geographic
True,True,True,2848,358,"San Francisco (Calif.)--History",geographic
True,True,True,2849,2320,"Sangley Point (Philippines)",geographic
True,True,True,2850,602,"Savannah (Ga.)--History--Siege, 1864",geographic
True,True,True,2851,539,"Scotland--Social life and customs--19th century",geographic
True,True,True,2852,716,"Shanghai (China)--Description and travel",geographic
True,True,True,2852,700,"Shanghai (China)--Description and travel",geographic
True,True,True,2853,700,"Shanghai (China)--History--Japanese Invasion, 1932",geographic
True,True,True,2854,785,"Somerset Place (N.C.)",geographic
True,True,True,2855,651,"South Africa--Description and travel",geographic
True,True,True,2855,358,"South Africa--Description and travel",geographic
True,True,True,2856,800,"South Carolina--Genealogy",geographic
True,True,True,2856,806,"South Carolina--Genealogy",geographic
True,True,True,2857,989,"South Carolina--Race relations",geographic
True,True,True,2858,688,"Southeast Asia--Description and travel",geographic
True,True,True,2859,471,"Southern States--Description and travel",geographic
True,True,True,2859,450,"Southern States--Description and travel",geographic
True,True,True,2860,446,"Southern States--Economic conditions",geographic
True,True,True,2861,476,"Southern States--Politics and government--1775-1865",geographic
True,True,True,2862,476,"Southern States--Politics and government--1865-",geographic
True,True,True,2863,836,"Southern States--Politics and government--1865-1950",geographic
True,True,True,2864,836,"Southern States--Race relations",geographic
True,True,True,2865,446,"Southern States--Religion",geographic
True,True,True,2866,444,"Southern States--Social life and customs--1865-",geographic
True,True,True,2867,412,"Southern States--Social life and customs--Fiction",geographic
True,True,True,2868,358,"Spain--History--Civil War, 1936-1939",geographic
True,True,True,2868,2328,"Spain--History--Civil War, 1936-1939",geographic
True,True,True,2869,417,"Spain--Politics and government--1788-1808",geographic
True,True,True,2870,458,"Stonewall (N.C.)",geographic
True,True,True,2871,669,"Subic Bay Naval Station (Philippines)",geographic
True,True,True,2872,688,"Taipei (Taiwan)--Maps",geographic
True,True,True,2873,552,"Taiwan--Description and travel",geographic
True,True,True,2874,358,"Tanzania--Description and travel",geographic
True,True,True,2875,2230,"Tarawa, Battle of, Kiribati, 1943",geographic
True,True,True,2876,443,"Tarboro (N.C.)",geographic
True,True,True,2877,411,"Taylor County (Ga.)",geographic
True,True,True,2878,797,"Tennessee--Genealogy",geographic
True,True,True,2879,647,"Tennessee--History--Civil War, 1861-1865",geographic
True,True,True,2880,371,"Texas--Description and travel",geographic
True,True,True,2881,536,"Tianjin (China)",geographic
True,True,True,2882,2417,"Tokyo (Japan)--History--Bombardment, 1942",geographic
True,True,True,2882,2396,"Tokyo (Japan)--History--Bombardment, 1942",geographic
True,True,True,2883,1016,"Tokyo (Japan)--History--Bombardment, 1944-1945",geographic
True,True,True,2884,1071,"Truk Lagoon (Micronesia)",geographic
True,True,True,2885,2278,"Turkey--Description and travel",geographic
True,True,True,2886,1125,"Turkey--Politics and government--1909-1918",geographic
True,True,True,2887,546,"United States--Armed Forces--African Americans",geographic
True,True,True,2887,660,"United States--Armed Forces--African Americans",geographic
True,True,True,2888,418,"United States--Description and travel",geographic
True,True,True,2888,651,"United States--Description and travel",geographic
True,True,True,2888,779,"United States--Description and travel",geographic
True,True,True,2889,358,"United States--Discovery and exploration",geographic
True,True,True,2890,378,"United States--Economic conditions--1865-1918",geographic
True,True,True,2891,889,"United States--Economic conditions--20th century",geographic
True,True,True,2892,2223,"United States--Foreign relations",geographic
True,True,True,2893,951,"United States--Foreign relations--1933-1945",geographic
True,True,True,2894,2241,"United States--Foreign relations--1945-1989",geographic
True,True,True,2895,1118,"United States--Foreign relations--1961-1963",geographic
True,True,True,2896,558,"United States--Foreign relations--20th century",geographic
True,True,True,2897,1139,"United States--Foreign relations--Japan",geographic
True,True,True,2898,805,"United States--Foreign relations--Korea (South)",geographic
True,True,True,2899,1348,"United States--History",geographic
True,True,True,2901,493,"United States--History--Civil War, 1861-1865--African Americans",geographic
True,True,True,2901,499,"United States--History--Civil War, 1861-1865--African Americans",geographic
True,True,True,2901,408,"United States--History--Civil War, 1861-1865--African Americans",geographic
True,True,True,2901,1439,"United States--History--Civil War, 1861-1865--African Americans",geographic
True,True,True,2902,394,"United States--History--Civil War, 1861-1865--Anecdotes",geographic
True,True,True,2903,2031,"United States--History--Civil War, 1861-1865--Biography",geographic
True,True,True,2904,807,"United States--History--Civil War, 1861-1865--Blockades",geographic
True,True,True,2904,408,"United States--History--Civil War, 1861-1865--Blockades",geographic
True,True,True,2904,355,"United States--History--Civil War, 1861-1865--Blockades",geographic
True,True,True,2904,457,"United States--History--Civil War, 1861-1865--Blockades",geographic
True,True,True,2904,577,"United States--History--Civil War, 1861-1865--Blockades",geographic
True,True,True,2904,583,"United States--History--Civil War, 1861-1865--Blockades",geographic
True,True,True,2905,582,"United States--History--Civil War, 1861-1865--Campaigns",geographic
True,True,True,2905,577,"United States--History--Civil War, 1861-1865--Campaigns",geographic
True,True,True,2905,666,"United States--History--Civil War, 1861-1865--Campaigns",geographic
True,True,True,2905,1569,"United States--History--Civil War, 1861-1865--Campaigns",geographic
True,True,True,2905,471,"United States--History--Civil War, 1861-1865--Campaigns",geographic
True,True,True,2905,499,"United States--History--Civil War, 1861-1865--Campaigns",geographic
True,True,True,2905,497,"United States--History--Civil War, 1861-1865--Campaigns",geographic
True,True,True,2905,500,"United States--History--Civil War, 1861-1865--Campaigns",geographic
True,True,True,2905,519,"United States--History--Civil War, 1861-1865--Campaigns",geographic
True,True,True,2905,355,"United States--History--Civil War, 1861-1865--Campaigns",geographic
True,True,True,2905,353,"United States--History--Civil War, 1861-1865--Campaigns",geographic
True,True,True,2905,339,"United States--History--Civil War, 1861-1865--Campaigns",geographic
True,True,True,2905,409,"United States--History--Civil War, 1861-1865--Campaigns",geographic
True,True,True,2905,410,"United States--History--Civil War, 1861-1865--Campaigns",geographic
True,True,True,2905,422,"United States--History--Civil War, 1861-1865--Campaigns",geographic
True,True,True,2905,386,"United States--History--Civil War, 1861-1865--Campaigns",geographic
True,True,True,2906,386,"United States--History--Civil War, 1861-1865--Casualties",geographic
True,True,True,2906,400,"United States--History--Civil War, 1861-1865--Casualties",geographic
True,True,True,2906,344,"United States--History--Civil War, 1861-1865--Casualties",geographic
True,True,True,2906,627,"United States--History--Civil War, 1861-1865--Casualties",geographic
True,True,True,2907,660,"United States--History--Civil War, 1861-1865--Claims",geographic
True,True,True,2907,584,"United States--History--Civil War, 1861-1865--Claims",geographic
True,True,True,2907,601,"United States--History--Civil War, 1861-1865--Claims",geographic
True,True,True,2907,340,"United States--History--Civil War, 1861-1865--Claims",geographic
True,True,True,2907,369,"United States--History--Civil War, 1861-1865--Claims",geographic
True,True,True,2907,424,"United States--History--Civil War, 1861-1865--Claims",geographic
True,True,True,2908,645,"United States--History--Civil War, 1861-1865--Destruction and pillage",geographic
True,True,True,2908,627,"United States--History--Civil War, 1861-1865--Destruction and pillage",geographic
True,True,True,2908,519,"United States--History--Civil War, 1861-1865--Destruction and pillage",geographic
True,True,True,2908,533,"United States--History--Civil War, 1861-1865--Destruction and pillage",geographic
True,True,True,2908,376,"United States--History--Civil War, 1861-1865--Destruction and pillage",geographic
True,True,True,2909,472,"United States--History--Civil War, 1861-1865--Economic aspects",geographic
True,True,True,2909,637,"United States--History--Civil War, 1861-1865--Economic aspects",geographic
True,True,True,2909,739,"United States--History--Civil War, 1861-1865--Economic aspects",geographic
True,True,True,2909,657,"United States--History--Civil War, 1861-1865--Economic aspects",geographic
True,True,True,2909,957,"United States--History--Civil War, 1861-1865--Economic aspects",geographic
True,True,True,2909,812,"United States--History--Civil War, 1861-1865--Economic aspects",geographic
True,True,True,2909,741,"United States--History--Civil War, 1861-1865--Economic aspects",geographic
True,True,True,2910,471,"United States--History--Civil War, 1861-1865--Equipment and supplies",geographic
True,True,True,2910,562,"United States--History--Civil War, 1861-1865--Equipment and supplies",geographic
True,True,True,2910,519,"United States--History--Civil War, 1861-1865--Equipment and supplies",geographic
True,True,True,2910,508,"United States--History--Civil War, 1861-1865--Equipment and supplies",geographic
True,True,True,2910,348,"United States--History--Civil War, 1861-1865--Equipment and supplies",geographic
True,True,True,2910,385,"United States--History--Civil War, 1861-1865--Equipment and supplies",geographic
True,True,True,2910,409,"United States--History--Civil War, 1861-1865--Equipment and supplies",geographic
True,True,True,2910,408,"United States--History--Civil War, 1861-1865--Equipment and supplies",geographic
True,True,True,2910,679,"United States--History--Civil War, 1861-1865--Equipment and supplies",geographic
True,True,True,2910,727,"United States--History--Civil War, 1861-1865--Equipment and supplies",geographic
True,True,True,2910,1289,"United States--History--Civil War, 1861-1865--Equipment and supplies",geographic
True,True,True,2910,956,"United States--History--Civil War, 1861-1865--Equipment and supplies",geographic
True,True,True,2910,592,"United States--History--Civil War, 1861-1865--Equipment and supplies",geographic
True,True,True,2910,583,"United States--History--Civil War, 1861-1865--Equipment and supplies",geographic
True,True,True,2910,807,"United States--History--Civil War, 1861-1865--Equipment and supplies",geographic
True,True,True,2911,645,"United States--History--Civil War, 1861-1865--Health aspects",geographic
True,True,True,2911,584,"United States--History--Civil War, 1861-1865--Health aspects",geographic
True,True,True,2911,601,"United States--History--Civil War, 1861-1865--Health aspects",geographic
True,True,True,2911,727,"United States--History--Civil War, 1861-1865--Health aspects",geographic
True,True,True,2912,661,"United States--History--Civil War, 1861-1865--Hospitals",geographic
True,True,True,2912,348,"United States--History--Civil War, 1861-1865--Hospitals",geographic
True,True,True,2912,471,"United States--History--Civil War, 1861-1865--Hospitals",geographic
True,True,True,2912,477,"United States--History--Civil War, 1861-1865--Hospitals",geographic
True,True,True,2912,664,"United States--History--Civil War, 1861-1865--Hospitals",geographic
True,True,True,2912,2006,"United States--History--Civil War, 1861-1865--Hospitals",geographic
True,True,True,2913,1359,"United States--History--Civil War, 1861-1865--Maps",geographic
True,True,True,2914,694,"United States--History--Civil War, 1861-1865--Medical care",geographic
True,True,True,2914,675,"United States--History--Civil War, 1861-1865--Medical care",geographic
True,True,True,2914,573,"United States--History--Civil War, 1861-1865--Medical care",geographic
True,True,True,2915,355,"United States--History--Civil War, 1861-1865--Naval operations",geographic
True,True,True,2915,408,"United States--History--Civil War, 1861-1865--Naval operations",geographic
True,True,True,2915,410,"United States--History--Civil War, 1861-1865--Naval operations",geographic
True,True,True,2915,1139,"United States--History--Civil War, 1861-1865--Naval operations",geographic
True,True,True,2915,607,"United States--History--Civil War, 1861-1865--Naval operations",geographic
True,True,True,2915,703,"United States--History--Civil War, 1861-1865--Naval operations",geographic
True,True,True,2915,761,"United States--History--Civil War, 1861-1865--Naval operations",geographic
True,True,True,2915,810,"United States--History--Civil War, 1861-1865--Naval operations",geographic
True,True,True,2915,985,"United States--History--Civil War, 1861-1865--Naval operations",geographic
True,True,True,2916,679,"United States--History--Civil War, 1861-1865--Participation, African American",geographic
True,True,True,2916,756,"United States--History--Civil War, 1861-1865--Participation, African American",geographic
True,True,True,2916,727,"United States--History--Civil War, 1861-1865--Participation, African American",geographic
True,True,True,2916,573,"United States--History--Civil War, 1861-1865--Participation, African American",geographic
True,True,True,2916,577,"United States--History--Civil War, 1861-1865--Participation, African American",geographic
True,True,True,2916,571,"United States--History--Civil War, 1861-1865--Participation, African American",geographic
True,True,True,2916,584,"United States--History--Civil War, 1861-1865--Participation, African American",geographic
True,True,True,2916,601,"United States--History--Civil War, 1861-1865--Participation, African American",geographic
True,True,True,2916,660,"United States--History--Civil War, 1861-1865--Participation, African American",geographic
True,True,True,2916,2031,"United States--History--Civil War, 1861-1865--Participation, African American",geographic
True,True,True,2917,1195,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,879,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,943,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,927,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,841,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,813,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,664,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,778,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,1010,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,857,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,924,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,580,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,577,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,573,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,613,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,647,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,600,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,627,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,602,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,675,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,703,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,620,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,616,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,657,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,661,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,775,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,761,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,490,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,425,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,339,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,477,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,487,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,500,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,499,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,498,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,473,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,508,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,533,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2917,543,"United States--History--Civil War, 1861-1865--Personal narratives",geographic
True,True,True,2918,531,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,505,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,519,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,497,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,493,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,422,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,792,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,614,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,715,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,727,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,733,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,739,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,736,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,626,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,484,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,597,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,634,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,582,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,1289,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,1486,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,878,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,744,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,694,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,812,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,818,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2918,1347,"United States--History--Civil War, 1861-1865--Personal narratives, Confederate",geographic
True,True,True,2919,1403,"United States--History--Civil War, 1861-1865--Pictorial works",geographic
True,True,True,2920,943,"United States--History--Civil War, 1861-1865--Poetry",geographic
True,True,True,2921,1011,"United States--History--Civil War, 1861-1865--Prisoners and prisons",geographic
True,True,True,2921,878,"United States--History--Civil War, 1861-1865--Prisoners and prisons",geographic
True,True,True,2921,1486,"United States--History--Civil War, 1861-1865--Prisoners and prisons",geographic
True,True,True,2921,973,"United States--History--Civil War, 1861-1865--Prisoners and prisons",geographic
True,True,True,2921,582,"United States--History--Civil War, 1861-1865--Prisoners and prisons",geographic
True,True,True,2921,634,"United States--History--Civil War, 1861-1865--Prisoners and prisons",geographic
True,True,True,2921,647,"United States--History--Civil War, 1861-1865--Prisoners and prisons",geographic
True,True,True,2921,626,"United States--History--Civil War, 1861-1865--Prisoners and prisons",geographic
True,True,True,2921,761,"United States--History--Civil War, 1861-1865--Prisoners and prisons",geographic
True,True,True,2921,400,"United States--History--Civil War, 1861-1865--Prisoners and prisons",geographic
True,True,True,2921,339,"United States--History--Civil War, 1861-1865--Prisoners and prisons",geographic
True,True,True,2921,349,"United States--History--Civil War, 1861-1865--Prisoners and prisons",geographic
True,True,True,2921,361,"United States--History--Civil War, 1861-1865--Prisoners and prisons",geographic
True,True,True,2922,400,"United States--History--Civil War, 1861-1865--Propaganda",geographic
True,True,True,2923,471,"United States--History--Civil War, 1861-1865--Protest movements",geographic
True,True,True,2924,660,"United States--History--Civil War, 1861-1865--Regimental histories",geographic
True,True,True,2925,475,"United States--History--Civil War, 1861-1865--Registers",geographic
True,True,True,2926,353,"United States--History--Civil War, 1861-1865--Scouts and scouting",geographic
True,True,True,2927,349,"United States--History--Civil War, 1861-1865--Social aspects",geographic
True,True,True,2927,519,"United States--History--Civil War, 1861-1865--Social aspects",geographic
True,True,True,2927,583,"United States--History--Civil War, 1861-1865--Social aspects",geographic
True,True,True,2927,812,"United States--History--Civil War, 1861-1865--Social aspects",geographic
True,True,True,2928,487,"United States--History--Civil War, 1861-1865--Transportation",geographic
True,True,True,2928,400,"United States--History--Civil War, 1861-1865--Transportation",geographic
True,True,True,2928,408,"United States--History--Civil War, 1861-1865--Transportation",geographic
True,True,True,2929,471,"United States--History--Civil War, 1861-1865--War work",geographic
True,True,True,2930,520,"United States--History--Revolution, 1775-1783--Personal narratives",geographic
True,True,True,2931,1373,"United States--History--War of 1812",geographic
True,True,True,2932,2150,"United States--Officials and employees",geographic
True,True,True,2932,2149,"United States--Officials and employees",geographic
True,True,True,2932,2148,"United States--Officials and employees",geographic
True,True,True,2933,564,"United States--Politics and government--1865-1869",geographic
True,True,True,2934,422,"United States--Politics and government--1865-1877",geographic
True,True,True,2935,1409,"United States--Politics and government--1901-1953",geographic
True,True,True,2936,378,"United States--Politics and government--1913-1921",geographic
True,True,True,2937,447,"United States--Politics and government--1929-1933",geographic
True,True,True,2938,432,"United States--Politics and government--20th century",geographic
True,True,True,2938,1391,"United States--Politics and government--20th century",geographic
True,True,True,2938,1368,"United States--Politics and government--20th century",geographic
True,True,True,2938,2225,"United States--Politics and government--20th century",geographic
True,True,True,2938,2157,"United States--Politics and government--20th century",geographic
True,True,True,2939,393,"United States--Race relations",geographic
True,True,True,2940,428,"United States--Social life and customs--19th century",geographic
True,True,True,2940,664,"United States--Social life and customs--19th century",geographic
True,True,True,2941,664,"United States--Social life and customs--20th century",geographic
True,True,True,2942,2243,"Veracruz (Veracruz-Llave, Mexico)--History--American occupation, 1914",geographic
True,True,True,2943,571,"Vicksburg (Miss.)--History--Siege, 1863",geographic
True,True,True,2943,657,"Vicksburg (Miss.)--History--Siege, 1863",geographic
True,True,True,2943,355,"Vicksburg (Miss.)--History--Siege, 1863",geographic
True,True,True,2944,506,"Virginia--Description and travel",geographic
True,True,True,2944,350,"Virginia--Description and travel",geographic
True,True,True,2945,727,"Virginia--History--Civil War, 1861-1865",geographic
True,True,True,2945,787,"Virginia--History--Civil War, 1861-1865",geographic
True,True,True,2945,761,"Virginia--History--Civil War, 1861-1865",geographic
True,True,True,2945,577,"Virginia--History--Civil War, 1861-1865",geographic
True,True,True,2945,602,"Virginia--History--Civil War, 1861-1865",geographic
True,True,True,2945,647,"Virginia--History--Civil War, 1861-1865",geographic
True,True,True,2945,499,"Virginia--History--Civil War, 1861-1865",geographic
True,True,True,2945,519,"Virginia--History--Civil War, 1861-1865",geographic
True,True,True,2945,386,"Virginia--History--Civil War, 1861-1865",geographic
True,True,True,2945,410,"Virginia--History--Civil War, 1861-1865",geographic
True,True,True,2945,409,"Virginia--History--Civil War, 1861-1865",geographic
True,True,True,2945,422,"Virginia--History--Civil War, 1861-1865",geographic
True,True,True,2945,694,"Virginia--History--Civil War, 1861-1865",geographic
True,True,True,2945,778,"Virginia--History--Civil War, 1861-1865",geographic
True,True,True,2945,2031,"Virginia--History--Civil War, 1861-1865",geographic
True,True,True,2946,645,"Virginia--History--Civil War, 1861-1865--Campaigns",geographic
True,True,True,2946,582,"Virginia--History--Civil War, 1861-1865--Campaigns",geographic
True,True,True,2947,793,"Virginia--Politics and government--20th century",geographic
True,True,True,2949,353,"Washington (D.C.)--Description and travel",geographic
True,True,True,2949,350,"Washington (D.C.)--Description and travel",geographic
True,True,True,2950,497,"Washington (D.C.)--History--Civil War, 1861-1865",geographic
True,True,True,2950,577,"Washington (D.C.)--History--Civil War, 1861-1865",geographic
True,True,True,2951,432,"Washington (N.C.)",geographic
True,True,True,2952,469,"Wayne County (N.C.)",geographic
True,True,True,2953,701,"West (U.S.)--Description and travel",geographic
True,True,True,2953,431,"West (U.S.)--Description and travel",geographic
True,True,True,2955,599,"Xu, Shichang, 1855-1939",geographic
True,True,True,2956,358,"Yukon",geographic
True,True,True,2957,2262,"Zimbabwe--History--1965-1980",geographic
True,True,True,2958,2486,"Bailey (N.C.)--History",geographic
True,True,True,2959,373,"Blanton (Fla.)--Description and travel",geographic
True,True,True,2960,702,"Brier Island (N.S.)--Description and travel",geographic
True,True,True,2961,652,"Bucklesberry (N.C.)",geographic
True,True,True,2962,477,"Camp French (Wilmington, N.C.)",geographic
True,True,True,2963,362,"Camp Glenn (N.C.)",geographic
True,True,True,2964,583,"Camp Heath (N.C.)",geographic
True,True,True,2965,736,"Camp Magnum (N.C.)",geographic
True,True,True,2966,392,"Camp Stephens (S.C.)",geographic
True,True,True,2967,362,"Camp Stewart (Tex.)",geographic
True,True,True,2968,500,"Camp Wool (Mass.)",geographic
True,True,True,2969,371,"Camp Wyatt (N.C.)--History",geographic
