found,as_link,r_link,sid,rid,subject,type
True,True,True,240,962,"Bonds--Confederate States of America",topical
True,True,True,240,507,"Bonds--Confederate States of America",topical
True,True,True,240,349,"Bonds--Confederate States of America",topical
True,True,True,241,634,"Fugitive slaves--Confederate States of America",topical
True,True,True,242,444,"Memorial rites and ceremonies--Confederate States of America",topical
True,True,True,243,444,"Popular music--Confederate States of America",topical
True,True,True,244,475,"Shipbuilding industry--Confederate States of America",topical
True,True,True,245,818,"Soldiers--Confederate States of America",topical
True,True,True,246,2270,"Civil war--Congo (Democratic Republic)",topical
True,True,True,247,594,"Leprosy--Congo (Democratic Republic)",topical
True,True,True,248,2139,"Medical care--Congo (Democratic Republic)",topical
True,True,True,249,594,"Missionaries--Congo (Democratic Republic)",topical
True,True,True,249,560,"Missionaries--Congo (Democratic Republic)",topical
True,True,True,249,544,"Missionaries--Congo (Democratic Republic)",topical
True,True,True,249,2263,"Missionaries--Congo (Democratic Republic)",topical
True,True,True,249,2270,"Missionaries--Congo (Democratic Republic)",topical
True,True,True,249,2139,"Missionaries--Congo (Democratic Republic)",topical
True,True,True,250,2270,"Teachers--Congo (Democratic Republic)",topical
True,True,True,251,2139,"Tetela language--Congo (Democratic Republic)",topical
True,True,True,252,560,"Transportation--Congo (Democratic Republic)",topical
True,True,True,253,2139,"Women--Congo (Democratic Republic)",topical
True,True,True,253,594,"Women--Congo (Democratic Republic)",topical
True,True,True,254,997,"Mexican War, 1846-1848--Correspondence",topical
True,True,True,255,715,"Soldiers--Correspondence",topical
True,True,True,255,508,"Soldiers--Correspondence",topical
True,True,True,255,519,"Soldiers--Correspondence",topical
True,True,True,255,525,"Soldiers--Correspondence",topical
True,True,True,256,403,"World War, 1939-1945--Correspondence",topical
True,True,True,257,2526,"Medical instruments and apparatus--Design and construction",topical
True,True,True,258,795,"Prisoners--Diaries",topical
True,True,True,259,1486,"Soldiers--Diaries",topical
True,True,True,259,1507,"Soldiers--Diaries",topical
True,True,True,259,480,"Soldiers--Diaries",topical
True,True,True,259,485,"Soldiers--Diaries",topical
True,True,True,259,497,"Soldiers--Diaries",topical
True,True,True,259,499,"Soldiers--Diaries",topical
True,True,True,259,500,"Soldiers--Diaries",topical
True,True,True,259,502,"Soldiers--Diaries",topical
True,True,True,259,422,"Soldiers--Diaries",topical
True,True,True,260,2471,"Lumbee Indians--Education",topical
True,True,True,261,1350,"Passenger ships--Egypt",topical
True,True,True,262,2447,"Automobile supplies industry--Employees",topical
True,True,True,263,2447,"Drugstore employees--Employees",topical
True,True,True,264,2459,"Factories--Employees",topical
True,True,True,265,556,"Tobacco industry--Europe",topical
True,True,True,265,649,"Tobacco industry--Europe",topical
True,True,True,266,778,"World War, 1914-1918--Europe",topical
True,True,True,267,2550,"Medical museums--Exhibitions",topical
True,True,True,268,480,"World War, 1939-1945--Fiji",topical
True,True,True,269,634,"Bible records--Florida",topical
True,True,True,270,527,"Presbyterian Church--Florida",topical
True,True,True,271,405,"Reconstruction (U.S. history, 1865-1877)--Florida",topical
True,True,True,272,593,"Tobacco--Florida",topical
True,True,True,273,822,"Soldiers, Black--France",topical
True,True,True,274,411,"Botanists--Georgia",topical
True,True,True,275,683,"Creek Indians--Georgia",topical
True,True,True,276,1402,"Gold mines and mining--Georgia",topical
True,True,True,277,457,"Naval stores--Georgia",topical
True,True,True,278,1402,"Precious stones--Georgia",topical
True,True,True,279,485,"World War, 1914-1918--Germany",topical
True,True,True,279,481,"World War, 1914-1918--Germany",topical
True,True,True,280,696,"Military meteorology--Great Britain",topical
True,True,True,281,599,"Floods--Hankou (Wuhan, China)",topical
True,True,True,282,1049,"Christmas--Hawaii",topical
True,True,True,283,1049,"Menus--Hawaii",topical
True,True,True,284,1019,"Naval convoys--Hawaii",topical
True,True,True,285,402,"African American newspapers--History",topical
True,True,True,286,352,"Methodist Church--History",topical
True,True,True,287,684,"Wright Flyer (Airplane)--History",topical
True,True,True,288,351,"Deeds--Illinois",topical
True,True,True,289,351,"Society of Friends--Indiana",topical
True,True,True,290,352,"Teachers--Indiana",topical
True,True,True,291,2427,"African American musicians--Interviews",topical
True,True,True,291,2428,"African American musicians--Interviews",topical
True,True,True,291,2429,"African American musicians--Interviews",topical
True,True,True,291,2430,"African American musicians--Interviews",topical
True,True,True,291,2445,"African American musicians--Interviews",topical
True,True,True,292,2426,"Engineers--Interviews",topical
True,True,True,292,2425,"Engineers--Interviews",topical
True,True,True,293,2350,"Flight engineers--Interviews",topical
True,True,True,294,2423,"Navy spouses--Interviews",topical
True,True,True,295,2254,"Agriculture--Iraq",topical
True,True,True,296,576,"Tobacco industry--Iraq",topical
True,True,True,296,2254,"Tobacco industry--Iraq",topical
True,True,True,297,752,"World War, 1939-1945--Italy",topical
True,True,True,298,1016,"Capitulations, Military--Japan",topical
True,True,True,298,1042,"Capitulations, Military--Japan",topical
True,True,True,298,1036,"Capitulations, Military--Japan",topical
True,True,True,298,872,"Capitulations, Military--Japan",topical
True,True,True,299,2244,"Clergy--Japan",topical
True,True,True,300,994,"Kamikaze pilots--Japan",topical
True,True,True,301,2265,"Missionaries--Japan",topical
True,True,True,301,704,"Missionaries--Japan",topical
True,True,True,302,1058,"Prisoner-of-war camps--Japan",topical
True,True,True,303,704,"Prisoners--Japan",topical
True,True,True,304,947,"Soldiers--Japan",topical
True,True,True,305,704,"Typhoons--Japan",topical
True,True,True,306,351,"Deeds--Kansas",topical
True,True,True,307,696,"Logging--Liberia",topical
True,True,True,308,701,"Floods--Louisiana",topical
True,True,True,309,372,"B-17 bomber--Maintenance and repair",topical
True,True,True,310,1042,"Bombing, Aerial--Mariana Islands",topical
True,True,True,311,596,"Tobacco--Marketing",topical
True,True,True,311,556,"Tobacco--Marketing",topical
True,True,True,311,555,"Tobacco--Marketing",topical
True,True,True,311,2148,"Tobacco--Marketing",topical
True,True,True,312,1185,"Missionaries--Marshall Islands",topical
True,True,True,313,1185,"Missions--Marshall Islands",topical
True,True,True,314,1188,"Medical colleges--Maryland",topical
True,True,True,315,393,"Public records--Maryland",topical
True,True,True,316,709,"Public schools--Maryland",topical
True,True,True,317,709,"Teachers--Maryland",topical
True,True,True,318,656,"Physicians--Massachusetts",topical
True,True,True,319,1195,"Teenage soldiers--Massachusetts",topical
True,True,True,320,1233,"Spanish-American War, 1898--Medical care",topical
True,True,True,321,626,"American Confederate voluntary exiles--Mexico",topical
True,True,True,322,638,"False imprisonment--Mexico",topical
True,True,True,323,638,"Prison riots--Mexico",topical
True,True,True,324,638,"Prisoners--Mexico",topical
True,True,True,325,529,"World War, 1914-1918--Military intelligence",topical
True,True,True,326,568,"Agricultural prices--Mississippi",topical
True,True,True,327,1048,"Carpenters--Mississippi",topical
True,True,True,328,446,"Slavery--Mississippi",topical
True,True,True,329,351,"Deeds--Missouri",topical
True,True,True,330,657,"Labor unions--Missouri",topical
True,True,True,331,352,"Teachers--Missouri",topical
True,True,True,332,852,"Malaria--New Guinea",topical
True,True,True,332,2304,"Malaria--New Guinea",topical
True,True,True,333,2304,"Typhus fever--New Guinea",topical
True,True,True,334,345,"British Americans--New York (State)",topical
True,True,True,335,345,"Deeds--New York (State)",topical
True,True,True,336,1373,"World War, 1914-1918--Newspapers",topical
True,True,True,337,739,"Tobacco industry--Nicaragua",topical
True,True,True,338,2261,"Clothing and dress--Nigeria",topical
True,True,True,339,2261,"Women missionaries--Nigeria",topical
True,True,True,339,681,"Women missionaries--Nigeria",topical
True,True,True,339,678,"Women missionaries--Nigeria",topical
True,True,True,340,524,"Account books--North Carolina",topical
True,True,True,341,2440,"Addison's disease--North Carolina",topical
True,True,True,342,2255,"Adjutants--North Carolina",topical
True,True,True,343,836,"African American farmers--North Carolina",topical
True,True,True,344,1193,"African Americans--North Carolina",topical
True,True,True,345,1349,"Agricultural education--North Carolina",topical
True,True,True,346,496,"Agricultural laborers--North Carolina",topical
True,True,True,347,406,"Agricultural laws and legislation--North Carolina",topical
True,True,True,348,690,"Agricultural prices--North Carolina",topical
True,True,True,349,836,"Agriculture, Cooperative--North Carolina",topical
True,True,True,350,432,"American newspapers--North Carolina",topical
True,True,True,351,758,"Arbitration, Industrial--North Carolina",topical
True,True,True,352,490,"Art--North Carolina",topical
True,True,True,353,490,"Artists--North Carolina",topical
True,True,True,354,437,"Authors, American--North Carolina",topical
True,True,True,354,490,"Authors, American--North Carolina",topical
True,True,True,354,2147,"Authors, American--North Carolina",topical
True,True,True,355,869,"Banks and banking--North Carolina",topical
True,True,True,356,2470,"Baptists--North Carolina",topical
True,True,True,357,782,"Bar associations--North Carolina",topical
True,True,True,358,1127,"Buildings--North Carolina",topical
True,True,True,359,737,"Chemistry--North Carolina",topical
True,True,True,360,575,"Children of missionaries--North Carolina",topical
True,True,True,361,2348,"Choirs (Music)--North Carolina",topical
True,True,True,361,990,"Choirs (Music)--North Carolina",topical
True,True,True,362,990,"Choral conductors--North Carolina",topical
True,True,True,363,432,"Christian Science--North Carolina",topical
True,True,True,364,449,"Circuit riders--North Carolina",topical
True,True,True,365,838,"Civil rights--North Carolina",topical
True,True,True,366,479,"Clergy--North Carolina",topical
True,True,True,367,2467,"College sports for women--North Carolina",topical
True,True,True,368,406,"Communism--North Carolina",topical
True,True,True,369,532,"Conservation of natural resources--North Carolina",topical
True,True,True,370,351,"Constitutional amendments--North Carolina",topical
True,True,True,371,494,"Constitutional conventions--North Carolina",topical
True,True,True,372,512,"Convict labor--North Carolina",topical
True,True,True,373,370,"Corn--North Carolina",topical
True,True,True,374,391,"Cotton--North Carolina",topical
True,True,True,374,496,"Cotton--North Carolina",topical
True,True,True,375,533,"Deeds--North Carolina",topical
True,True,True,375,506,"Deeds--North Carolina",topical
True,True,True,375,632,"Deeds--North Carolina",topical
True,True,True,375,483,"Deeds--North Carolina",topical
True,True,True,376,957,"Diseases--North Carolina",topical
True,True,True,377,461,"Draft--North Carolina",topical
True,True,True,378,532,"Drainage districts--North Carolina",topical
True,True,True,379,928,"Dramatists--North Carolina",topical
True,True,True,380,765,"Eccentrics and eccentricities--North Carolina",topical
True,True,True,381,2272,"Educators--North Carolina",topical
True,True,True,381,682,"Educators--North Carolina",topical
True,True,True,382,435,"Epidemics--North Carolina",topical
True,True,True,383,723,"Equal rights amendments--North Carolina",topical
True,True,True,383,854,"Equal rights amendments--North Carolina",topical
True,True,True,384,509,"Estate sales--North Carolina",topical
True,True,True,385,2461,"Farm life--North Carolina",topical
True,True,True,386,395,"Farm tenancy--North Carolina",topical
True,True,True,387,475,"Fisheries--North Carolina",topical
True,True,True,388,532,"Fishery law and legislation--North Carolina",topical
True,True,True,389,564,"Forest conservation--North Carolina",topical
True,True,True,390,464,"Forestry law and legislation--North Carolina",topical
True,True,True,391,836,"Freedmen--North Carolina",topical
True,True,True,392,611,"Freemasonry--North Carolina",topical
True,True,True,393,1445,"Gardening--North Carolina",topical
True,True,True,394,1402,"Gold mines and mining--North Carolina",topical
True,True,True,395,850,"Harness racing--North Carolina",topical
True,True,True,396,758,"Highway planning--North Carolina",topical
True,True,True,397,1445,"Historic preservation--North Carolina",topical
True,True,True,397,358,"Historic preservation--North Carolina",topical
True,True,True,398,2438,"History teachers--North Carolina",topical
True,True,True,399,435,"Hurricanes--North Carolina",topical
True,True,True,400,467,"Industrialization--North Carolina",topical
True,True,True,401,506,"Influenza--North Carolina",topical
True,True,True,402,431,"Infrastructure (Economics)--North Carolina",topical
True,True,True,403,491,"Internal revenue--North Carolina",topical
True,True,True,404,763,"Journalists--North Carolina",topical
True,True,True,405,618,"Judges--North Carolina",topical
True,True,True,405,403,"Judges--North Carolina",topical
True,True,True,405,415,"Judges--North Carolina",topical
True,True,True,406,460,"Judicial districts--North Carolina",topical
True,True,True,406,390,"Judicial districts--North Carolina",topical
True,True,True,407,482,"Judicial power--North Carolina",topical
True,True,True,408,482,"Justices of the peace--North Carolina",topical
True,True,True,408,1363,"Justices of the peace--North Carolina",topical
True,True,True,409,2255,"Labor disputes--North Carolina",topical
True,True,True,409,758,"Labor disputes--North Carolina",topical
True,True,True,410,830,"Land use--North Carolina",topical
True,True,True,411,483,"Lawyers--North Carolina",topical
True,True,True,411,710,"Lawyers--North Carolina",topical
True,True,True,411,618,"Lawyers--North Carolina",topical
True,True,True,411,2233,"Lawyers--North Carolina",topical
True,True,True,412,854,"Legislators--North Carolina",topical
True,True,True,412,622,"Legislators--North Carolina",topical
True,True,True,412,649,"Legislators--North Carolina",topical
True,True,True,413,729,"Lieutenant governors--North Carolina",topical
True,True,True,413,730,"Lieutenant governors--North Carolina",topical
True,True,True,414,1544,"Lumber trade--North Carolina",topical
True,True,True,415,731,"Marine resources conservation--North Carolina",topical
True,True,True,416,568,"Marriage records--North Carolina",topical
True,True,True,417,506,"Measles--North Carolina",topical
True,True,True,418,557,"Methodist Church--North Carolina",topical
True,True,True,419,449,"Methodists--North Carolina",topical
True,True,True,419,450,"Methodists--North Carolina",topical
True,True,True,419,837,"Methodists--North Carolina",topical
True,True,True,420,2297,"Missionaries--North Carolina",topical
True,True,True,421,938,"Mormon missionaries--North Carolina",topical
True,True,True,422,457,"Naval stores--North Carolina",topical
